ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,LOCALITY,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
80496,65+,male,majority,30y+,high school,upper class,0.7054542902137054,yes,before 2015,yes,yes,New York,10000.0,sedan,5,1,3,approved
478336,40-64,male,majority,20-29y,university,upper class,0.6595254905875941,yes,after 2015,no,yes,New York,16000.0,sedan,4,0,2,approved
10843,40-64,male,majority,20-29y,university,upper class,0.5873836120460223,no,after 2015,yes,yes,Miami,9000.0,sedan,10,2,0,approved
397446,16-25,male,majority,0-9y,none,poverty,0.4064824253974476,no,before 2015,no,no,New York,16000.0,sedan,0,0,0,denied
101678,26-39,female,majority,10-19y,high school,poverty,0.2857471319596469,no,before 2015,no,yes,New York,13000.0,sedan,1,0,0,denied
231661,40-64,male,majority,20-29y,high school,middle class,0.5022849652731057,no,before 2015,no,no,New York,14000.0,sports car,3,0,4,approved
173782,65+,male,majority,20-29y,high school,upper class,0.6256257210210231,yes,after 2015,yes,yes,New York,7000.0,sedan,7,0,5,approved
921097,40-64,female,majority,20-29y,university,upper class,0.5158128096027941,yes,after 2015,yes,yes,San Francisco,11000.0,sedan,3,0,2,approved
98839,26-39,female,minority,10-19y,university,working class,0.3931531299744003,yes,before 2015,no,yes,Miami,12000.0,sedan,1,0,0,approved
105372,26-39,female,minority,10-19y,none,working class,0.5039497598168121,no,before 2015,no,yes,New York,14000.0,sedan,1,0,0,approved
888828,40-64,male,majority,20-29y,university,upper class,0.6586274302571438,yes,before 2015,yes,no,New York,14000.0,sedan,3,0,2,approved
37454,26-39,female,majority,0-9y,high school,working class,0.5241464657501199,no,before 2015,no,no,New York,17000.0,sedan,0,0,0,denied
370044,65+,male,majority,20-29y,university,upper class,0.5531007570628673,no,after 2015,yes,yes,Miami,7000.0,sedan,9,0,1,approved
768282,16-25,female,majority,0-9y,university,working class,0.4475509489142775,no,before 2015,yes,yes,New York,8000.0,sedan,0,0,0,denied
738729,16-25,female,majority,0-9y,none,working class,0.5107331365064207,yes,before 2015,yes,yes,New York,7000.0,sedan,0,0,0,denied
437535,26-39,female,majority,10-19y,high school,middle class,0.5158128096027941,yes,after 2015,yes,no,New York,15000.0,sedan,0,0,0,approved
329536,16-25,female,majority,0-9y,high school,poverty,0.4613735917269193,no,before 2015,no,no,Miami,9000.0,sedan,0,0,0,denied
328531,40-64,female,majority,20-29y,university,middle class,0.3875569443647317,no,after 2015,no,yes,Miami,12000.0,sedan,2,0,1,approved
123941,40-64,female,majority,20-29y,university,middle class,0.5701572256616224,yes,after 2015,yes,yes,New York,11697.003206900365,sedan,0,0,0,approved
131881,26-39,male,majority,10-19y,university,working class,0.5501250875743224,yes,before 2015,no,no,New York,16000.0,sedan,0,1,0,approved
839572,40-64,male,majority,20-29y,high school,working class,0.4529442316093683,no,before 2015,yes,yes,New York,12000.0,sedan,3,0,1,approved
171578,26-39,male,majority,10-19y,university,upper class,0.5158128096027941,yes,before 2015,yes,yes,New York,8000.0,sedan,2,0,1,approved
589757,40-64,female,majority,20-29y,high school,upper class,0.5352743096602144,yes,before 2015,yes,yes,San Francisco,7000.0,sedan,2,0,0,approved
336859,16-25,female,majority,0-9y,university,middle class,0.6147359485632915,yes,before 2015,no,yes,New York,15000.0,sedan,0,0,0,denied
788111,40-64,female,minority,20-29y,high school,poverty,0.4544471564329259,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,1,0,1,approved
407453,40-64,female,majority,0-9y,university,upper class,0.6137409183819416,yes,before 2015,no,no,New York,11697.003206900365,sedan,0,0,0,approved
367026,40-64,female,minority,10-19y,high school,working class,0.5326613280250595,yes,before 2015,yes,yes,New York,11000.0,sedan,0,0,0,approved
334687,40-64,female,minority,0-9y,university,middle class,0.4277285143019345,yes,before 2015,no,no,New York,15000.0,sedan,0,0,0,denied
623367,65+,male,majority,20-29y,university,upper class,0.6859457213719147,yes,before 2015,yes,yes,Miami,5000.0,sedan,4,1,4,approved
688440,65+,male,majority,10-19y,university,upper class,0.6936124267187082,yes,before 2015,yes,yes,New York,10000.0,sedan,2,0,0,approved
547974,65+,male,majority,20-29y,high school,upper class,0.5979905963582334,no,before 2015,yes,yes,New York,12000.0,sedan,2,1,7,denied
989064,26-39,male,majority,0-9y,none,poverty,0.3308186664986927,no,after 2015,yes,yes,New York,12000.0,sedan,0,0,0,denied
422816,40-64,male,majority,20-29y,high school,working class,0.5158128096027941,yes,before 2015,no,no,New York,12000.0,sedan,5,0,7,approved
307408,26-39,female,minority,10-19y,none,working class,0.5158128096027941,yes,before 2015,no,yes,New York,9000.0,sedan,2,0,0,approved
675898,16-25,male,majority,0-9y,high school,middle class,0.5083042183803546,yes,before 2015,no,yes,New York,16000.0,sedan,0,0,0,approved
480452,26-39,female,majority,0-9y,university,upper class,0.7641329165005233,yes,before 2015,yes,yes,New York,12000.0,sedan,0,0,0,approved
93199,40-64,female,majority,0-9y,university,middle class,0.4775169603837716,yes,after 2015,yes,yes,New York,14000.0,sedan,0,0,0,approved
125802,40-64,female,majority,20-29y,university,upper class,0.6812332078486962,yes,before 2015,yes,yes,New York,10000.0,sedan,0,0,1,approved
616663,40-64,male,majority,0-9y,university,upper class,0.4671555457007022,yes,after 2015,no,no,New York,16000.0,sedan,0,0,0,approved
423497,16-25,female,majority,0-9y,high school,working class,0.3941632454999797,yes,before 2015,no,no,New York,16000.0,sedan,0,0,0,denied
492837,40-64,female,majority,10-19y,university,upper class,0.6610607322734078,yes,after 2015,yes,yes,New York,14000.0,sedan,0,0,0,approved
422563,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,no,before 2015,no,yes,New York,14000.0,sedan,2,0,1,approved
185231,16-25,female,majority,0-9y,high school,middle class,0.560770206632082,yes,before 2015,no,yes,New York,11000.0,sedan,0,0,0,approved
949152,26-39,female,majority,10-19y,university,upper class,0.7454327103696547,no,after 2015,no,no,Miami,9000.0,sedan,0,0,0,approved
859453,26-39,male,majority,10-19y,university,middle class,0.53257435224505,yes,before 2015,yes,yes,New York,13000.0,sedan,1,0,2,approved
466578,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,yes,after 2015,no,yes,New York,14000.0,sedan,0,0,0,approved
998214,16-25,female,minority,0-9y,none,poverty,0.4124517461654282,no,before 2015,no,no,New York,14000.0,sedan,0,0,0,denied
828462,40-64,male,majority,20-29y,high school,working class,0.3871071449018297,no,before 2015,no,yes,New York,16000.0,sedan,0,0,6,approved
511837,65+,male,majority,10-19y,high school,middle class,0.5499938678343249,yes,before 2015,yes,yes,Miami,9000.0,sedan,3,1,1,approved
554995,16-25,male,majority,0-9y,university,upper class,0.5853420947575604,yes,before 2015,yes,yes,New York,12000.0,sports car,0,0,0,denied
680717,65+,male,majority,30y+,none,middle class,0.5987396054343311,yes,before 2015,yes,yes,New York,14000.0,sedan,6,1,3,approved
978021,40-64,male,majority,20-29y,university,upper class,0.6026557000791793,yes,after 2015,yes,yes,New York,7000.0,sedan,4,0,6,approved
509815,26-39,female,majority,0-9y,high school,working class,0.5114570584803535,yes,after 2015,yes,yes,Miami,11697.003206900365,sedan,0,0,0,approved
6676,40-64,female,majority,20-29y,high school,upper class,0.5586591735288894,no,before 2015,no,yes,New York,15000.0,sedan,3,0,2,approved
362280,40-64,male,majority,10-19y,high school,working class,0.6284070137170304,no,before 2015,no,no,New York,13000.0,sedan,0,0,0,denied
883018,40-64,male,majority,0-9y,high school,working class,0.5057903732571783,yes,before 2015,no,yes,New York,13000.0,sedan,0,0,0,approved
889355,26-39,female,majority,10-19y,university,upper class,0.7268184180645275,yes,before 2015,yes,yes,New York,15000.0,sedan,2,0,0,approved
198273,65+,male,majority,20-29y,university,upper class,0.6904423335733175,yes,after 2015,yes,yes,Miami,9000.0,sedan,8,0,2,approved
197763,40-64,male,majority,20-29y,university,upper class,0.4796771646619314,no,after 2015,yes,no,New York,14000.0,sedan,1,0,2,approved
55670,26-39,male,majority,10-19y,university,upper class,0.5158128096027941,yes,after 2015,yes,yes,New York,11000.0,sedan,3,1,0,approved
545941,40-64,female,majority,20-29y,none,working class,0.4405592041968235,yes,after 2015,yes,yes,New York,11000.0,sedan,1,0,2,approved
814196,16-25,female,majority,0-9y,none,middle class,0.634052597196068,yes,before 2015,no,yes,Miami,11697.003206900365,sedan,0,0,0,denied
560160,16-25,female,majority,0-9y,high school,poverty,0.4574695879943666,no,before 2015,no,no,New York,11697.003206900365,sedan,0,0,0,approved
320444,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,no,before 2015,no,yes,New York,14000.0,sedan,0,0,0,approved
305793,16-25,male,majority,0-9y,high school,poverty,0.2458351852340737,no,before 2015,yes,yes,New York,11000.0,sedan,0,0,0,denied
362190,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,no,before 2015,no,no,New York,14000.0,sedan,0,0,0,denied
62647,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,yes,before 2015,no,no,New York,13000.0,sedan,2,0,1,approved
296948,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,yes,after 2015,yes,yes,New York,14000.0,sedan,0,0,0,approved
673660,65+,female,majority,30y+,high school,upper class,0.6830407984824192,no,after 2015,yes,yes,New York,10000.0,sedan,4,1,3,approved
945867,16-25,male,majority,0-9y,university,middle class,0.828628569053192,yes,before 2015,no,no,New York,13000.0,sedan,0,0,0,denied
391880,65+,male,majority,30y+,none,middle class,0.5158128096027941,yes,before 2015,yes,yes,Miami,10000.0,sedan,12,2,2,approved
241973,65+,female,majority,30y+,high school,upper class,0.6293380939717407,yes,before 2015,yes,no,New York,11000.0,sedan,2,0,2,approved
429503,16-25,male,majority,0-9y,high school,poverty,0.28372421050714,no,before 2015,no,yes,New York,15000.0,sedan,0,0,0,denied
810013,16-25,male,majority,0-9y,university,working class,0.4576486815858435,yes,after 2015,no,no,New York,14000.0,sports car,0,0,0,denied
663458,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,no,before 2015,no,no,New York,15000.0,sedan,0,0,0,denied
879976,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,no,before 2015,yes,yes,Miami,10000.0,sedan,0,0,0,denied
418841,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,yes,before 2015,yes,no,Miami,9000.0,sedan,0,0,0,denied
542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,yes,before 2015,no,no,New York,12000.0,sedan,3,0,0,approved
937573,40-64,male,majority,10-19y,university,upper class,0.6291939843221722,yes,before 2015,yes,yes,Miami,7000.0,sedan,5,0,1,approved
670850,16-25,male,majority,0-9y,university,working class,0.4055600158887265,yes,before 2015,no,no,New York,17000.0,sedan,0,0,0,denied
151252,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,yes,before 2015,yes,no,New York,11000.0,sedan,0,0,0,approved
706349,65+,male,majority,10-19y,university,upper class,0.7270329897821235,yes,before 2015,yes,yes,New York,10000.0,sedan,1,1,2,approved
602998,65+,male,majority,20-29y,none,working class,0.426828388879915,yes,before 2015,yes,no,New York,14000.0,sedan,3,1,7,approved
242772,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,yes,before 2015,no,yes,New York,10000.0,sedan,1,2,0,approved
393449,26-39,female,majority,10-19y,high school,middle class,0.5158128096027941,no,before 2015,no,no,New York,12000.0,sedan,2,0,0,approved
380740,65+,male,majority,30y+,university,upper class,0.7264400018455291,yes,after 2015,yes,yes,New York,7000.0,sedan,2,0,3,approved
938115,16-25,female,majority,0-9y,none,poverty,0.2444900931240796,no,before 2015,no,yes,Miami,11697.003206900365,sedan,0,0,0,denied
727943,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,yes,before 2015,no,no,New York,11000.0,sedan,0,0,0,denied
766309,16-25,male,majority,0-9y,high school,poverty,0.5158128096027941,no,before 2015,no,no,New York,10000.0,sports car,0,0,0,denied
261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,yes,after 2015,no,yes,Miami,9000.0,sedan,0,0,0,denied
60866,65+,male,majority,20-29y,university,upper class,0.6970834558464781,no,after 2015,no,yes,New York,13000.0,sedan,3,0,2,approved
752797,40-64,female,majority,20-29y,high school,working class,0.5429181079423034,yes,before 2015,no,no,New York,15000.0,sedan,1,1,0,approved
45002,65+,male,majority,30y+,high school,upper class,0.6722562535141292,yes,before 2015,yes,yes,New York,9000.0,sedan,4,1,2,approved
482448,16-25,male,majority,0-9y,none,poverty,0.3864066185703315,no,before 2015,no,no,Miami,8000.0,sedan,0,0,0,denied
549142,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,yes,before 2015,yes,yes,New York,12000.0,sedan,0,0,0,denied
95138,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,no,after 2015,yes,no,New York,14000.0,sedan,4,1,4,approved
851152,26-39,female,majority,10-19y,none,working class,0.5158128096027941,no,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,1,approved
615991,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,yes,after 2015,yes,yes,New York,11000.0,sedan,2,0,1,approved
424820,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,0,0,1,approved
807847,65+,male,majority,20-29y,university,upper class,0.6330139475122963,yes,after 2015,no,yes,New York,14000.0,sedan,3,1,4,approved
758983,40-64,male,majority,20-29y,high school,middle class,0.552204630296896,yes,after 2015,yes,no,Miami,12000.0,sedan,6,0,3,approved
987114,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,no,before 2015,no,no,New York,16000.0,sedan,0,0,0,denied
873457,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,yes,before 2015,yes,yes,New York,13000.0,sedan,7,1,1,approved
699703,65+,female,majority,0-9y,university,upper class,0.7022748020975709,no,before 2015,yes,yes,San Francisco,10000.0,sedan,0,0,0,denied
563342,65+,female,majority,0-9y,university,upper class,0.7266055391975765,yes,before 2015,no,yes,New York,13000.0,sedan,0,0,0,approved
504412,26-39,male,majority,10-19y,university,working class,0.5158128096027941,no,before 2015,yes,yes,New York,12000.0,sedan,3,2,3,denied
284106,65+,male,majority,30y+,university,upper class,0.73238212135242,yes,before 2015,yes,yes,New York,12000.0,sedan,5,1,5,approved
78189,16-25,female,majority,0-9y,none,poverty,0.2012839211827758,yes,before 2015,no,no,Miami,12000.0,sedan,0,0,0,denied
427520,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,no,before 2015,no,no,New York,16000.0,sedan,0,1,0,approved
689030,40-64,female,majority,20-29y,university,upper class,0.6579677428053038,yes,after 2015,yes,no,San Francisco,13000.0,sedan,1,0,1,approved
966467,65+,male,majority,30y+,university,upper class,0.6002161554309658,yes,before 2015,yes,yes,New York,13000.0,sedan,5,2,4,approved
288712,65+,male,majority,30y+,university,upper class,0.6663760181644964,yes,after 2015,yes,yes,New York,12000.0,sedan,3,0,7,approved
228114,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,yes,before 2015,yes,yes,New York,10000.0,sedan,0,0,0,approved
63715,65+,male,majority,20-29y,university,upper class,0.4169350441301069,yes,before 2015,no,yes,New York,13000.0,sedan,5,1,5,approved
624077,65+,female,majority,30y+,none,upper class,0.5948797136778915,yes,before 2015,yes,yes,Miami,8000.0,sports car,10,0,1,approved
726352,26-39,male,minority,10-19y,none,poverty,0.3804265034620669,no,before 2015,yes,yes,New York,16000.0,sedan,1,0,1,approved
150072,16-25,female,majority,0-9y,none,poverty,0.5158128096027941,no,before 2015,no,no,Baltimore,14000.0,sedan,0,0,0,denied
792396,65+,female,majority,30y+,university,upper class,0.680617632406099,yes,before 2015,yes,yes,New York,12000.0,sedan,1,2,2,approved
768933,40-64,male,minority,0-9y,high school,working class,0.3559504699938693,yes,before 2015,no,yes,New York,16000.0,sedan,0,0,0,denied
452356,40-64,female,majority,10-19y,none,middle class,0.5158128096027941,yes,before 2015,no,yes,Miami,10000.0,sedan,2,0,0,approved
849811,65+,female,minority,30y+,high school,upper class,0.587831426389767,yes,after 2015,yes,no,Miami,11697.003206900365,sports car,3,0,1,approved
579336,65+,female,majority,10-19y,university,upper class,0.5733880426029547,yes,after 2015,yes,yes,New York,10000.0,sedan,0,0,2,approved
648922,16-25,male,majority,0-9y,university,middle class,0.2964062828237805,yes,before 2015,no,no,New York,13000.0,sedan,0,0,0,denied
47909,65+,male,majority,10-19y,university,upper class,0.4295096986208441,yes,before 2015,yes,yes,New York,10000.0,sedan,1,0,4,approved
619577,65+,female,majority,30y+,university,upper class,0.6885687186194461,yes,after 2015,no,yes,San Francisco,11000.0,sedan,2,0,0,approved
212678,65+,female,majority,20-29y,university,upper class,0.700017431968704,yes,after 2015,no,yes,Miami,13000.0,sedan,1,0,1,approved
579720,26-39,male,majority,10-19y,university,working class,0.4495886310379405,no,before 2015,no,yes,New York,11697.003206900365,sports car,0,0,1,denied
995884,40-64,female,majority,20-29y,university,upper class,0.6900455818778344,yes,after 2015,yes,no,New York,11000.0,sedan,2,1,1,approved
226326,40-64,female,minority,10-19y,university,working class,0.4960298730510012,yes,after 2015,no,no,New York,13000.0,sedan,0,0,1,approved
943922,26-39,male,majority,10-19y,university,upper class,0.6563457625165399,no,after 2015,yes,yes,Miami,6000.0,sedan,8,0,0,approved
510116,40-64,male,majority,0-9y,high school,middle class,0.4983566259941653,yes,after 2015,no,yes,New York,12000.0,sedan,0,0,0,approved
536546,16-25,female,majority,0-9y,university,middle class,0.5463825431033477,yes,before 2015,yes,yes,New York,12000.0,sedan,0,0,0,approved
75592,40-64,female,majority,10-19y,high school,working class,0.3158628767091658,yes,before 2015,no,yes,New York,11000.0,sedan,0,0,1,approved
487116,26-39,male,majority,10-19y,none,working class,0.5300643171181573,yes,before 2015,no,no,New York,11697.003206900365,sedan,1,0,2,denied
936820,26-39,female,majority,10-19y,high school,working class,0.3578391720711443,yes,before 2015,no,yes,Miami,12000.0,sedan,1,0,0,denied
634050,65+,male,majority,10-19y,university,upper class,0.672756052841708,yes,after 2015,yes,yes,New York,9000.0,sedan,1,0,2,approved
307397,40-64,male,majority,20-29y,university,upper class,0.7419993760301162,yes,after 2015,no,yes,New York,11697.003206900365,sedan,2,0,2,approved
558748,65+,female,majority,30y+,university,upper class,0.6226519789949738,yes,after 2015,yes,yes,New York,11000.0,sedan,1,0,0,approved
856630,16-25,female,majority,0-9y,high school,middle class,0.4801406677163008,no,after 2015,no,no,Miami,14000.0,sedan,0,0,0,denied
200009,65+,male,majority,30y+,university,upper class,0.6787954309829434,yes,after 2015,yes,yes,New York,11000.0,sedan,5,1,3,approved
784462,65+,male,majority,30y+,university,upper class,0.5158128096027941,yes,before 2015,yes,yes,Miami,10000.0,sedan,13,1,6,approved
792252,40-64,female,majority,20-29y,university,upper class,0.5152467080125883,yes,after 2015,no,yes,New York,12000.0,sedan,2,0,1,approved
462586,26-39,male,majority,10-19y,none,working class,0.4899205986325767,yes,before 2015,no,yes,New York,13000.0,sedan,3,0,1,approved
577965,65+,male,majority,30y+,high school,middle class,0.4219579486132668,yes,before 2015,no,yes,New York,11000.0,sedan,4,0,6,approved
818248,40-64,male,majority,20-29y,university,upper class,0.5843548496662949,yes,before 2015,no,no,New York,11697.003206900365,sedan,1,0,2,approved
491438,16-25,male,majority,0-9y,none,poverty,0.5158128096027941,no,before 2015,no,no,New York,9000.0,sedan,0,0,0,denied
896587,65+,female,majority,30y+,high school,upper class,0.5581569698935803,yes,after 2015,no,yes,New York,14000.0,sedan,0,0,0,approved
431538,16-25,male,majority,0-9y,high school,poverty,0.19414954837432,no,before 2015,yes,no,New York,12000.0,sports car,0,0,0,denied
164516,16-25,male,majority,0-9y,high school,poverty,0.300497330390378,no,before 2015,no,no,New York,13000.0,sedan,0,0,0,denied
479577,40-64,female,majority,20-29y,university,upper class,0.6670906918498556,yes,after 2015,yes,yes,New York,7000.0,sedan,4,0,0,approved
395233,40-64,male,majority,0-9y,high school,upper class,0.6130724079074048,yes,before 2015,yes,no,New York,11697.003206900365,sedan,0,0,0,denied
221838,40-64,male,majority,10-19y,university,upper class,0.5158128096027941,yes,after 2015,yes,no,New York,11000.0,sedan,3,0,2,approved
938476,26-39,male,minority,10-19y,high school,middle class,0.5952817629709132,yes,before 2015,yes,yes,Miami,8000.0,sedan,1,0,1,approved
112454,26-39,male,majority,0-9y,none,poverty,0.3482357882933829,no,before 2015,yes,yes,Miami,7000.0,sedan,0,0,0,denied
91246,26-39,male,majority,10-19y,high school,working class,0.3566396714745861,yes,after 2015,yes,yes,New York,8000.0,sedan,3,0,1,approved
2743,26-39,female,majority,10-19y,none,working class,0.3486591269429803,no,before 2015,yes,no,Baltimore,12000.0,sedan,0,0,0,denied
248888,40-64,male,majority,0-9y,high school,middle class,0.5594684860915574,yes,before 2015,no,yes,Miami,12000.0,sedan,0,0,0,denied
195523,16-25,male,majority,0-9y,high school,poverty,0.514483730987584,no,before 2015,no,no,New York,12000.0,sedan,0,0,0,denied
981926,40-64,female,majority,20-29y,university,upper class,0.5626384060668865,yes,after 2015,no,yes,New York,13000.0,sedan,2,1,0,approved
593426,40-64,male,majority,20-29y,university,middle class,0.5717246252857962,yes,before 2015,no,yes,Miami,15000.0,sedan,2,2,1,approved
235574,65+,female,majority,30y+,university,upper class,0.6510078690171576,yes,after 2015,yes,yes,New York,12000.0,sedan,5,0,2,approved
440993,16-25,male,majority,0-9y,university,working class,0.3707348173567914,yes,before 2015,no,no,New York,12000.0,sedan,0,0,0,denied
446993,16-25,male,majority,0-9y,high school,poverty,0.3051450776813433,yes,before 2015,no,no,New York,14000.0,sedan,0,0,0,approved
82684,26-39,male,majority,10-19y,university,upper class,0.5744144216758436,yes,before 2015,no,no,Miami,11697.003206900365,sedan,2,0,5,denied
301242,26-39,female,majority,10-19y,university,middle class,0.4500145680826032,yes,before 2015,no,yes,New York,13000.0,sedan,1,0,1,approved
784122,26-39,male,majority,10-19y,university,upper class,0.6364490959261638,yes,before 2015,yes,yes,New York,11697.003206900365,sedan,0,1,4,approved
